,Environment,Algorithm,Goal,Seed,AUC,Experiment
1196,transfer,DQN-ReLU-vf5-transfer-156,157,1,8.99,DQN-ReLU-vf5-transfer
1197,transfer,DQN-ReLU-vf5-transfer-156,157,4,9.06,DQN-ReLU-vf5-transfer
1198,transfer,DQN-ReLU-vf5-transfer-156,157,2,9.61,DQN-ReLU-vf5-transfer
1199,transfer,DQN-ReLU-vf5-transfer-156,157,3,9.96,DQN-ReLU-vf5-transfer
1200,transfer,DQN-ReLU-transfer-144,145,0,8.91,DQN-ReLU-transfer
1201,transfer,DQN-ReLU-transfer-144,145,1,8.469999999999999,DQN-ReLU-transfer
1202,transfer,DQN-ReLU-transfer-144,145,2,8.44,DQN-ReLU-transfer
1203,transfer,DQN-ReLU-transfer-144,145,3,9.22,DQN-ReLU-transfer
1204,transfer,DQN-ReLU-transfer-144,145,4,6.800000000000001,DQN-ReLU-transfer
1205,transfer,DQN-ReLU-transfer-32,33,3,10.0,DQN-ReLU-transfer
1206,transfer,DQN-ReLU-transfer-32,33,1,10.0,DQN-ReLU-transfer
1207,transfer,DQN-ReLU-transfer-32,33,0,9.11,DQN-ReLU-transfer
1208,transfer,DQN-ReLU-transfer-32,33,4,9.97,DQN-ReLU-transfer
1209,transfer,DQN-ReLU-transfer-32,33,2,9.96,DQN-ReLU-transfer
1210,transfer,DQN-ReLU-transfer-22,23,1,10.0,DQN-ReLU-transfer
1211,transfer,DQN-ReLU-transfer-22,23,4,10.0,DQN-ReLU-transfer
1212,transfer,DQN-ReLU-transfer-22,23,3,9.99,DQN-ReLU-transfer
1213,transfer,DQN-ReLU-transfer-22,23,0,10.0,DQN-ReLU-transfer
1214,transfer,DQN-ReLU-transfer-22,23,2,9.99,DQN-ReLU-transfer
1215,transfer,DQN-ReLU-transfer-129,130,3,9.06,DQN-ReLU-transfer
1216,transfer,DQN-ReLU-transfer-129,130,0,8.47,DQN-ReLU-transfer
1217,transfer,DQN-ReLU-transfer-129,130,4,7.66,DQN-ReLU-transfer
1218,transfer,DQN-ReLU-transfer-129,130,2,7.06,DQN-ReLU-transfer
1219,transfer,DQN-ReLU-transfer-129,130,1,8.89,DQN-ReLU-transfer
1220,transfer,DQN-ReLU-transfer-148,149,4,7.31,DQN-ReLU-transfer
1221,transfer,DQN-ReLU-transfer-148,149,3,9.14,DQN-ReLU-transfer
1222,transfer,DQN-ReLU-transfer-148,149,2,8.120000000000001,DQN-ReLU-transfer
1223,transfer,DQN-ReLU-transfer-148,149,0,1.1700000000000002,DQN-ReLU-transfer
1224,transfer,DQN-ReLU-transfer-148,149,1,7.220000000000001,DQN-ReLU-transfer
1225,transfer,DQN-ReLU-vf5-transfer-136,137,4,9.76,DQN-ReLU-vf5-transfer
1226,transfer,DQN-ReLU-vf5-transfer-136,137,1,8.14,DQN-ReLU-vf5-transfer
1227,transfer,DQN-ReLU-vf5-transfer-136,137,0,9.89,DQN-ReLU-vf5-transfer
1228,transfer,DQN-ReLU-vf5-transfer-136,137,3,9.94,DQN-ReLU-vf5-transfer
1229,transfer,DQN-ReLU-vf5-transfer-136,137,2,9.02,DQN-ReLU-vf5-transfer
1230,transfer,DQN-ReLU-transfer-53,54,4,9.71,DQN-ReLU-transfer
1231,transfer,DQN-ReLU-transfer-53,54,2,9.17,DQN-ReLU-transfer
1232,transfer,DQN-ReLU-transfer-53,54,3,9.29,DQN-ReLU-transfer
1233,transfer,DQN-ReLU-transfer-53,54,1,9.76,DQN-ReLU-transfer
1234,transfer,DQN-ReLU-transfer-53,54,0,9.96,DQN-ReLU-transfer
1235,transfer,DQN-ReLU-transfer-68,69,1,9.25,DQN-ReLU-transfer
1236,transfer,DQN-ReLU-transfer-68,69,2,9.32,DQN-ReLU-transfer
1237,transfer,DQN-ReLU-transfer-68,69,0,9.93,DQN-ReLU-transfer
1238,transfer,DQN-ReLU-transfer-68,69,4,9.02,DQN-ReLU-transfer
1239,transfer,DQN-ReLU-transfer-68,69,3,9.46,DQN-ReLU-transfer
1240,transfer,DQN-ReLU-vf5-transfer-36,37,4,10.0,DQN-ReLU-vf5-transfer
1241,transfer,DQN-ReLU-vf5-transfer-36,37,1,10.0,DQN-ReLU-vf5-transfer
1242,transfer,DQN-ReLU-vf5-transfer-36,37,2,10.0,DQN-ReLU-vf5-transfer
1243,transfer,DQN-ReLU-vf5-transfer-36,37,0,9.04,DQN-ReLU-vf5-transfer
1244,transfer,DQN-ReLU-vf5-transfer-36,37,3,10.0,DQN-ReLU-vf5-transfer
1245,transfer,DQN-ReLU-transfer-112,113,2,1.84,DQN-ReLU-transfer
1246,transfer,DQN-ReLU-transfer-112,113,1,8.440000000000001,DQN-ReLU-transfer
1247,transfer,DQN-ReLU-transfer-112,113,4,5.38,DQN-ReLU-transfer
1248,transfer,DQN-ReLU-transfer-112,113,3,7.84,DQN-ReLU-transfer
1249,transfer,DQN-ReLU-transfer-112,113,0,8.54,DQN-ReLU-transfer
1250,transfer,DQN-ReLU-vf5-transfer-17,18,0,10.0,DQN-ReLU-vf5-transfer
1251,transfer,DQN-ReLU-vf5-transfer-17,18,2,10.0,DQN-ReLU-vf5-transfer
1252,transfer,DQN-ReLU-vf5-transfer-17,18,3,10.0,DQN-ReLU-vf5-transfer
1253,transfer,DQN-ReLU-vf5-transfer-17,18,4,10.0,DQN-ReLU-vf5-transfer
1254,transfer,DQN-ReLU-vf5-transfer-17,18,1,10.0,DQN-ReLU-vf5-transfer
1255,transfer,DQN-ReLU-vf5-transfer-60,61,4,10.0,DQN-ReLU-vf5-transfer
1256,transfer,DQN-ReLU-vf5-transfer-60,61,1,10.0,DQN-ReLU-vf5-transfer
1257,transfer,DQN-ReLU-vf5-transfer-60,61,0,9.63,DQN-ReLU-vf5-transfer
1258,transfer,DQN-ReLU-vf5-transfer-60,61,3,10.0,DQN-ReLU-vf5-transfer
1259,transfer,DQN-ReLU-vf5-transfer-60,61,2,9.96,DQN-ReLU-vf5-transfer
1260,transfer,DQN-ReLU-vf5-transfer-26,27,1,9.43,DQN-ReLU-vf5-transfer
1261,transfer,DQN-ReLU-vf5-transfer-26,27,3,9.97,DQN-ReLU-vf5-transfer
1262,transfer,DQN-ReLU-vf5-transfer-26,27,0,10.0,DQN-ReLU-vf5-transfer
1263,transfer,DQN-ReLU-vf5-transfer-26,27,4,10.0,DQN-ReLU-vf5-transfer
1264,transfer,DQN-ReLU-vf5-transfer-26,27,2,10.0,DQN-ReLU-vf5-transfer
1265,transfer,DQN-ReLU-transfer-125,126,1,6.62,DQN-ReLU-transfer
1266,transfer,DQN-ReLU-transfer-125,126,0,7.08,DQN-ReLU-transfer
1267,transfer,DQN-ReLU-transfer-125,126,4,1.82,DQN-ReLU-transfer
1268,transfer,DQN-ReLU-transfer-125,126,2,0.96,DQN-ReLU-transfer
1269,transfer,DQN-ReLU-transfer-125,126,3,7.3,DQN-ReLU-transfer
1270,transfer,DQN-ReLU-transfer-24,25,0,10.0,DQN-ReLU-transfer
1271,transfer,DQN-ReLU-transfer-24,25,2,9.98,DQN-ReLU-transfer
1272,transfer,DQN-ReLU-transfer-24,25,4,9.95,DQN-ReLU-transfer
1273,transfer,DQN-ReLU-transfer-24,25,1,10.0,DQN-ReLU-transfer
1274,transfer,DQN-ReLU-transfer-24,25,3,9.98,DQN-ReLU-transfer
1275,transfer,DQN-ReLU-vf5-transfer--1,0,3,9.64,DQN-ReLU-vf5-transfer
1276,transfer,DQN-ReLU-vf5-transfer--1,0,2,9.5,DQN-ReLU-vf5-transfer
1277,transfer,DQN-ReLU-vf5-transfer--1,0,4,9.99,DQN-ReLU-vf5-transfer
1278,transfer,DQN-ReLU-vf5-transfer--1,0,1,9.97,DQN-ReLU-vf5-transfer
1279,transfer,DQN-ReLU-vf5-transfer--1,0,0,9.96,DQN-ReLU-vf5-transfer
1280,transfer,DQN-ReLU-vf5-transfer-100,101,0,9.16,DQN-ReLU-vf5-transfer
1281,transfer,DQN-ReLU-vf5-transfer-100,101,4,9.04,DQN-ReLU-vf5-transfer
1282,transfer,DQN-ReLU-vf5-transfer-100,101,3,9.56,DQN-ReLU-vf5-transfer
1283,transfer,DQN-ReLU-vf5-transfer-100,101,2,9.08,DQN-ReLU-vf5-transfer
1284,transfer,DQN-ReLU-vf5-transfer-100,101,1,9.2,DQN-ReLU-vf5-transfer
1285,transfer,DQN-ReLU-vf5-transfer-71,72,0,10.0,DQN-ReLU-vf5-transfer
1286,transfer,DQN-ReLU-vf5-transfer-71,72,4,10.0,DQN-ReLU-vf5-transfer
1287,transfer,DQN-ReLU-vf5-transfer-71,72,3,10.0,DQN-ReLU-vf5-transfer
1288,transfer,DQN-ReLU-vf5-transfer-71,72,1,10.0,DQN-ReLU-vf5-transfer
1289,transfer,DQN-ReLU-vf5-transfer-71,72,2,9.33,DQN-ReLU-vf5-transfer
1290,transfer,DQN-ReLU-vf5-transfer-99,100,2,9.98,DQN-ReLU-vf5-transfer
1291,transfer,DQN-ReLU-vf5-transfer-99,100,4,9.37,DQN-ReLU-vf5-transfer
1292,transfer,DQN-ReLU-vf5-transfer-99,100,3,9.11,DQN-ReLU-vf5-transfer
1293,transfer,DQN-ReLU-vf5-transfer-99,100,0,9.3,DQN-ReLU-vf5-transfer
1294,transfer,DQN-ReLU-vf5-transfer-99,100,1,9.49,DQN-ReLU-vf5-transfer
1295,transfer,DQN-ReLU-transfer-13,14,2,9.96,DQN-ReLU-transfer
1296,transfer,DQN-ReLU-transfer-13,14,4,10.0,DQN-ReLU-transfer
1297,transfer,DQN-ReLU-transfer-13,14,1,10.0,DQN-ReLU-transfer
1298,transfer,DQN-ReLU-transfer-13,14,3,10.0,DQN-ReLU-transfer
1299,transfer,DQN-ReLU-transfer-13,14,0,10.0,DQN-ReLU-transfer
1300,transfer,DQN-ReLU-vf5-transfer-170,171,4,9.29,DQN-ReLU-vf5-transfer
1301,transfer,DQN-ReLU-vf5-transfer-170,171,3,10.0,DQN-ReLU-vf5-transfer
1302,transfer,DQN-ReLU-vf5-transfer-170,171,1,9.08,DQN-ReLU-vf5-transfer
1303,transfer,DQN-ReLU-vf5-transfer-170,171,0,9.93,DQN-ReLU-vf5-transfer
1304,transfer,DQN-ReLU-vf5-transfer-170,171,2,8.17,DQN-ReLU-vf5-transfer
1305,transfer,DQN-ReLU-vf5-transfer-161,162,4,9.98,DQN-ReLU-vf5-transfer
1306,transfer,DQN-ReLU-vf5-transfer-161,162,2,8.2,DQN-ReLU-vf5-transfer
1307,transfer,DQN-ReLU-vf5-transfer-161,162,3,10.0,DQN-ReLU-vf5-transfer
1308,transfer,DQN-ReLU-vf5-transfer-161,162,0,9.36,DQN-ReLU-vf5-transfer
1309,transfer,DQN-ReLU-vf5-transfer-161,162,1,9.93,DQN-ReLU-vf5-transfer
1310,transfer,DQN-ReLU-transfer-75,76,1,9.4,DQN-ReLU-transfer
1311,transfer,DQN-ReLU-transfer-75,76,3,9.04,DQN-ReLU-transfer
1312,transfer,DQN-ReLU-transfer-75,76,4,9.05,DQN-ReLU-transfer
1313,transfer,DQN-ReLU-transfer-75,76,0,10.0,DQN-ReLU-transfer
1314,transfer,DQN-ReLU-transfer-75,76,2,9.38,DQN-ReLU-transfer
1315,transfer,DQN-ReLU-vf5-transfer-111,112,4,2.53,DQN-ReLU-vf5-transfer
1316,transfer,DQN-ReLU-vf5-transfer-111,112,0,7.539999999999999,DQN-ReLU-vf5-transfer
1317,transfer,DQN-ReLU-vf5-transfer-111,112,3,9.79,DQN-ReLU-vf5-transfer
1318,transfer,DQN-ReLU-vf5-transfer-111,112,1,9.98,DQN-ReLU-vf5-transfer
1319,transfer,DQN-ReLU-vf5-transfer-111,112,2,7.140000000000001,DQN-ReLU-vf5-transfer
1320,transfer,DQN-ReLU-transfer-87,88,2,10.0,DQN-ReLU-transfer
1321,transfer,DQN-ReLU-transfer-87,88,3,9.97,DQN-ReLU-transfer
1322,transfer,DQN-ReLU-transfer-87,88,0,9.99,DQN-ReLU-transfer
1323,transfer,DQN-ReLU-transfer-87,88,4,9.94,DQN-ReLU-transfer
1324,transfer,DQN-ReLU-transfer-87,88,1,9.94,DQN-ReLU-transfer
1325,transfer,DQN-ReLU-vf5-transfer-88,89,4,9.64,DQN-ReLU-vf5-transfer
1326,transfer,DQN-ReLU-vf5-transfer-88,89,2,9.21,DQN-ReLU-vf5-transfer
1327,transfer,DQN-ReLU-vf5-transfer-88,89,3,10.0,DQN-ReLU-vf5-transfer
1328,transfer,DQN-ReLU-vf5-transfer-88,89,1,9.85,DQN-ReLU-vf5-transfer
1329,transfer,DQN-ReLU-vf5-transfer-88,89,0,10.0,DQN-ReLU-vf5-transfer
1330,transfer,DQN-ReLU-transfer-43,44,0,9.33,DQN-ReLU-transfer
1331,transfer,DQN-ReLU-transfer-43,44,2,9.79,DQN-ReLU-transfer
1332,transfer,DQN-ReLU-transfer-43,44,4,9.96,DQN-ReLU-transfer
1333,transfer,DQN-ReLU-transfer-43,44,1,9.98,DQN-ReLU-transfer
1334,transfer,DQN-ReLU-transfer-43,44,3,9.65,DQN-ReLU-transfer
1335,transfer,DQN-ReLU-transfer-9,10,2,10.0,DQN-ReLU-transfer
1336,transfer,DQN-ReLU-transfer-9,10,0,10.0,DQN-ReLU-transfer
1337,transfer,DQN-ReLU-transfer-9,10,1,10.0,DQN-ReLU-transfer
1338,transfer,DQN-ReLU-transfer-9,10,4,10.0,DQN-ReLU-transfer
1339,transfer,DQN-ReLU-transfer-9,10,3,10.0,DQN-ReLU-transfer
1340,transfer,DQN-ReLU-transfer-96,97,2,1.41,DQN-ReLU-transfer
1341,transfer,DQN-ReLU-transfer-96,97,3,1.4600000000000002,DQN-ReLU-transfer
1342,transfer,DQN-ReLU-transfer-96,97,4,1.8,DQN-ReLU-transfer
1343,transfer,DQN-ReLU-transfer-96,97,1,8.01,DQN-ReLU-transfer
1344,transfer,DQN-ReLU-transfer-96,97,0,8.71,DQN-ReLU-transfer
1345,transfer,DQN-ReLU-transfer-2,3,4,10.0,DQN-ReLU-transfer
1346,transfer,DQN-ReLU-transfer-2,3,1,10.0,DQN-ReLU-transfer
1347,transfer,DQN-ReLU-transfer-2,3,2,10.0,DQN-ReLU-transfer
1348,transfer,DQN-ReLU-transfer-2,3,3,10.0,DQN-ReLU-transfer
1349,transfer,DQN-ReLU-transfer-2,3,0,10.0,DQN-ReLU-transfer
1350,transfer,DQN-ReLU-transfer-159,160,3,9.61,DQN-ReLU-transfer
1351,transfer,DQN-ReLU-transfer-159,160,0,9.37,DQN-ReLU-transfer
1352,transfer,DQN-ReLU-transfer-159,160,1,9.18,DQN-ReLU-transfer
1353,transfer,DQN-ReLU-transfer-159,160,2,9.02,DQN-ReLU-transfer
1354,transfer,DQN-ReLU-transfer-159,160,4,9.1,DQN-ReLU-transfer
1355,transfer,DQN-ReLU-vf5-transfer-46,47,4,9.88,DQN-ReLU-vf5-transfer
1356,transfer,DQN-ReLU-vf5-transfer-46,47,3,10.0,DQN-ReLU-vf5-transfer
1357,transfer,DQN-ReLU-vf5-transfer-46,47,2,9.15,DQN-ReLU-vf5-transfer
1358,transfer,DQN-ReLU-vf5-transfer-46,47,1,10.0,DQN-ReLU-vf5-transfer
1359,transfer,DQN-ReLU-vf5-transfer-46,47,0,9.99,DQN-ReLU-vf5-transfer
1360,transfer,DQN-ReLU-transfer-154,155,1,7.12,DQN-ReLU-transfer
1361,transfer,DQN-ReLU-transfer-154,155,2,7.279999999999999,DQN-ReLU-transfer
1362,transfer,DQN-ReLU-transfer-154,155,0,4.0,DQN-ReLU-transfer
1363,transfer,DQN-ReLU-transfer-154,155,3,8.89,DQN-ReLU-transfer
1364,transfer,DQN-ReLU-transfer-154,155,4,1.99,DQN-ReLU-transfer
1365,transfer,DQN-ReLU-transfer-135,136,1,3.84,DQN-ReLU-transfer
1366,transfer,DQN-ReLU-transfer-135,136,0,7.68,DQN-ReLU-transfer
1367,transfer,DQN-ReLU-transfer-135,136,4,3.5900000000000003,DQN-ReLU-transfer
1368,transfer,DQN-ReLU-transfer-135,136,2,4.69,DQN-ReLU-transfer
1369,transfer,DQN-ReLU-transfer-135,136,3,7.9,DQN-ReLU-transfer
1370,transfer,DQN-ReLU-vf5-transfer-10,11,3,9.85,DQN-ReLU-vf5-transfer
1371,transfer,DQN-ReLU-vf5-transfer-10,11,0,10.0,DQN-ReLU-vf5-transfer
1372,transfer,DQN-ReLU-vf5-transfer-10,11,2,9.96,DQN-ReLU-vf5-transfer
1373,transfer,DQN-ReLU-vf5-transfer-10,11,4,9.69,DQN-ReLU-vf5-transfer
1374,transfer,DQN-ReLU-vf5-transfer-10,11,1,10.0,DQN-ReLU-vf5-transfer
1375,transfer,DQN-ReLU-transfer-63,64,2,9.3,DQN-ReLU-transfer
1376,transfer,DQN-ReLU-transfer-63,64,0,9.98,DQN-ReLU-transfer
1377,transfer,DQN-ReLU-transfer-63,64,1,9.89,DQN-ReLU-transfer
1378,transfer,DQN-ReLU-transfer-63,64,3,8.83,DQN-ReLU-transfer
1379,transfer,DQN-ReLU-transfer-63,64,4,9.62,DQN-ReLU-transfer
1380,transfer,DQN-ReLU-vf5-transfer-166,167,4,9.01,DQN-ReLU-vf5-transfer
1381,transfer,DQN-ReLU-vf5-transfer-166,167,2,9.44,DQN-ReLU-vf5-transfer
1382,transfer,DQN-ReLU-vf5-transfer-166,167,3,9.35,DQN-ReLU-vf5-transfer
1383,transfer,DQN-ReLU-vf5-transfer-166,167,1,8.99,DQN-ReLU-vf5-transfer
1384,transfer,DQN-ReLU-vf5-transfer-166,167,0,9.93,DQN-ReLU-vf5-transfer
1385,transfer,DQN-ReLU-vf5-transfer-107,108,4,9.97,DQN-ReLU-vf5-transfer
1386,transfer,DQN-ReLU-vf5-transfer-107,108,0,9.95,DQN-ReLU-vf5-transfer
1387,transfer,DQN-ReLU-vf5-transfer-107,108,3,10.0,DQN-ReLU-vf5-transfer
1388,transfer,DQN-ReLU-vf5-transfer-107,108,2,10.0,DQN-ReLU-vf5-transfer
1389,transfer,DQN-ReLU-vf5-transfer-107,108,1,10.0,DQN-ReLU-vf5-transfer
1390,transfer,DQN-ReLU-transfer-74,75,1,8.48,DQN-ReLU-transfer
1391,transfer,DQN-ReLU-transfer-74,75,2,7.709999999999999,DQN-ReLU-transfer
1392,transfer,DQN-ReLU-transfer-74,75,0,9.36,DQN-ReLU-transfer
1393,transfer,DQN-ReLU-transfer-74,75,3,8.34,DQN-ReLU-transfer
1394,transfer,DQN-ReLU-transfer-74,75,4,8.48,DQN-ReLU-transfer
1395,transfer,DQN-ReLU-transfer-42,43,2,9.96,DQN-ReLU-transfer
1396,transfer,DQN-ReLU-transfer-42,43,1,9.98,DQN-ReLU-transfer
1397,transfer,DQN-ReLU-transfer-42,43,3,8.98,DQN-ReLU-transfer
1398,transfer,DQN-ReLU-transfer-42,43,0,9.54,DQN-ReLU-transfer
1399,transfer,DQN-ReLU-transfer-42,43,4,9.93,DQN-ReLU-transfer
1400,transfer,DQN-ReLU-transfer-78,79,4,9.98,DQN-ReLU-transfer
1401,transfer,DQN-ReLU-transfer-78,79,3,9.71,DQN-ReLU-transfer
1402,transfer,DQN-ReLU-transfer-78,79,2,9.63,DQN-ReLU-transfer
1403,transfer,DQN-ReLU-transfer-78,79,1,9.95,DQN-ReLU-transfer
1404,transfer,DQN-ReLU-transfer-78,79,0,8.5,DQN-ReLU-transfer
1405,transfer,DQN-ReLU-transfer-14,15,2,9.99,DQN-ReLU-transfer
1406,transfer,DQN-ReLU-transfer-14,15,3,10.0,DQN-ReLU-transfer
1407,transfer,DQN-ReLU-transfer-14,15,1,10.0,DQN-ReLU-transfer
1408,transfer,DQN-ReLU-transfer-14,15,4,9.99,DQN-ReLU-transfer
1409,transfer,DQN-ReLU-transfer-14,15,0,9.99,DQN-ReLU-transfer
1410,transfer,DQN-ReLU-transfer-19,20,4,9.85,DQN-ReLU-transfer
1411,transfer,DQN-ReLU-transfer-19,20,3,9.84,DQN-ReLU-transfer
1412,transfer,DQN-ReLU-transfer-19,20,2,9.96,DQN-ReLU-transfer
1413,transfer,DQN-ReLU-transfer-19,20,1,9.8,DQN-ReLU-transfer
1414,transfer,DQN-ReLU-transfer-19,20,0,9.99,DQN-ReLU-transfer
1415,transfer,DQN-ReLU-transfer-122,123,2,9.05,DQN-ReLU-transfer
1416,transfer,DQN-ReLU-transfer-122,123,3,9.38,DQN-ReLU-transfer
1417,transfer,DQN-ReLU-transfer-122,123,0,9.27,DQN-ReLU-transfer
1418,transfer,DQN-ReLU-transfer-122,123,4,8.1,DQN-ReLU-transfer
1419,transfer,DQN-ReLU-transfer-122,123,1,7.26,DQN-ReLU-transfer
1420,transfer,DQN-ReLU-vf5-transfer-67,68,0,10.0,DQN-ReLU-vf5-transfer
1421,transfer,DQN-ReLU-vf5-transfer-67,68,4,9.8,DQN-ReLU-vf5-transfer
1422,transfer,DQN-ReLU-vf5-transfer-67,68,2,9.99,DQN-ReLU-vf5-transfer
1423,transfer,DQN-ReLU-vf5-transfer-67,68,1,10.0,DQN-ReLU-vf5-transfer
1424,transfer,DQN-ReLU-vf5-transfer-67,68,3,9.96,DQN-ReLU-vf5-transfer
1425,transfer,DQN-ReLU-transfer-143,144,3,9.33,DQN-ReLU-transfer
1426,transfer,DQN-ReLU-transfer-143,144,2,9.37,DQN-ReLU-transfer
1427,transfer,DQN-ReLU-transfer-143,144,0,9.37,DQN-ReLU-transfer
1428,transfer,DQN-ReLU-transfer-143,144,1,8.77,DQN-ReLU-transfer
1429,transfer,DQN-ReLU-transfer-143,144,4,8.25,DQN-ReLU-transfer
1430,transfer,DQN-ReLU-vf5-transfer-0,1,1,10.0,DQN-ReLU-vf5-transfer
1431,transfer,DQN-ReLU-vf5-transfer-0,1,4,10.0,DQN-ReLU-vf5-transfer
1432,transfer,DQN-ReLU-vf5-transfer-0,1,2,9.99,DQN-ReLU-vf5-transfer
1433,transfer,DQN-ReLU-vf5-transfer-0,1,3,9.81,DQN-ReLU-vf5-transfer
1434,transfer,DQN-ReLU-vf5-transfer-0,1,0,9.79,DQN-ReLU-vf5-transfer
1435,transfer,DQN-ReLU-transfer-158,159,3,9.24,DQN-ReLU-transfer
1436,transfer,DQN-ReLU-transfer-158,159,0,9.18,DQN-ReLU-transfer
1437,transfer,DQN-ReLU-transfer-158,159,1,7.95,DQN-ReLU-transfer
1438,transfer,DQN-ReLU-transfer-158,159,4,8.34,DQN-ReLU-transfer
1439,transfer,DQN-ReLU-transfer-158,159,2,8.83,DQN-ReLU-transfer
1440,transfer,DQN-ReLU-vf5-transfer-171,172,4,9.05,DQN-ReLU-vf5-transfer
1441,transfer,DQN-ReLU-vf5-transfer-171,172,1,9.31,DQN-ReLU-vf5-transfer
1442,transfer,DQN-ReLU-vf5-transfer-171,172,3,9.24,DQN-ReLU-vf5-transfer
1443,transfer,DQN-ReLU-vf5-transfer-171,172,0,9.14,DQN-ReLU-vf5-transfer
1444,transfer,DQN-ReLU-vf5-transfer-171,172,2,9.06,DQN-ReLU-vf5-transfer
1445,transfer,DQN-ReLU-transfer-138,139,2,2.8800000000000003,DQN-ReLU-transfer
1446,transfer,DQN-ReLU-transfer-138,139,4,4.369999999999999,DQN-ReLU-transfer
1447,transfer,DQN-ReLU-transfer-138,139,1,5.65,DQN-ReLU-transfer
1448,transfer,DQN-ReLU-transfer-138,139,3,4.890000000000001,DQN-ReLU-transfer
1449,transfer,DQN-ReLU-transfer-138,139,0,7.84,DQN-ReLU-transfer
1450,transfer,DQN-ReLU-transfer-59,60,2,0.63,DQN-ReLU-transfer
1451,transfer,DQN-ReLU-transfer-59,60,0,9.65,DQN-ReLU-transfer
1452,transfer,DQN-ReLU-transfer-59,60,1,8.48,DQN-ReLU-transfer
1453,transfer,DQN-ReLU-transfer-59,60,3,7.83,DQN-ReLU-transfer
1454,transfer,DQN-ReLU-transfer-59,60,4,8.16,DQN-ReLU-transfer
1455,transfer,DQN-ReLU-transfer-34,35,1,10.0,DQN-ReLU-transfer
1456,transfer,DQN-ReLU-transfer-34,35,4,9.26,DQN-ReLU-transfer
1457,transfer,DQN-ReLU-transfer-34,35,2,9.32,DQN-ReLU-transfer
1458,transfer,DQN-ReLU-transfer-34,35,3,10.0,DQN-ReLU-transfer
1459,transfer,DQN-ReLU-transfer-34,35,0,9.93,DQN-ReLU-transfer
1460,transfer,DQN-ReLU-vf5-transfer-110,111,4,9.83,DQN-ReLU-vf5-transfer
1461,transfer,DQN-ReLU-vf5-transfer-110,111,0,9.66,DQN-ReLU-vf5-transfer
1462,transfer,DQN-ReLU-vf5-transfer-110,111,1,9.14,DQN-ReLU-vf5-transfer
1463,transfer,DQN-ReLU-vf5-transfer-110,111,3,9.97,DQN-ReLU-vf5-transfer
1464,transfer,DQN-ReLU-vf5-transfer-110,111,2,9.13,DQN-ReLU-vf5-transfer
1465,transfer,DQN-ReLU-vf5-transfer-84,85,3,9.24,DQN-ReLU-vf5-transfer
1466,transfer,DQN-ReLU-vf5-transfer-84,85,0,9.14,DQN-ReLU-vf5-transfer
1467,transfer,DQN-ReLU-vf5-transfer-84,85,4,9.77,DQN-ReLU-vf5-transfer
1468,transfer,DQN-ReLU-vf5-transfer-84,85,1,8.96,DQN-ReLU-vf5-transfer
1469,transfer,DQN-ReLU-vf5-transfer-84,85,2,10.0,DQN-ReLU-vf5-transfer
1470,transfer,DQN-ReLU-transfer-115,116,4,1.2,DQN-ReLU-transfer
1471,transfer,DQN-ReLU-transfer-115,116,1,7.82,DQN-ReLU-transfer
1472,transfer,DQN-ReLU-transfer-115,116,2,5.24,DQN-ReLU-transfer
1473,transfer,DQN-ReLU-transfer-115,116,0,8.59,DQN-ReLU-transfer
1474,transfer,DQN-ReLU-transfer-115,116,3,8.36,DQN-ReLU-transfer
1475,transfer,DQN-ReLU-vf5-transfer-70,71,4,9.92,DQN-ReLU-vf5-transfer
1476,transfer,DQN-ReLU-vf5-transfer-70,71,1,9.19,DQN-ReLU-vf5-transfer
1477,transfer,DQN-ReLU-vf5-transfer-70,71,2,9.85,DQN-ReLU-vf5-transfer
1478,transfer,DQN-ReLU-vf5-transfer-70,71,0,10.0,DQN-ReLU-vf5-transfer
1479,transfer,DQN-ReLU-vf5-transfer-70,71,3,9.98,DQN-ReLU-vf5-transfer
1480,transfer,DQN-ReLU-transfer-118,119,1,7.359999999999999,DQN-ReLU-transfer
1481,transfer,DQN-ReLU-transfer-118,119,4,7.29,DQN-ReLU-transfer
1482,transfer,DQN-ReLU-transfer-118,119,3,8.39,DQN-ReLU-transfer
1483,transfer,DQN-ReLU-transfer-118,119,2,5.82,DQN-ReLU-transfer
1484,transfer,DQN-ReLU-transfer-118,119,0,8.530000000000001,DQN-ReLU-transfer
1485,transfer,DQN-ReLU-vf5-transfer-126,127,1,9.99,DQN-ReLU-vf5-transfer
1486,transfer,DQN-ReLU-vf5-transfer-126,127,4,9.24,DQN-ReLU-vf5-transfer
1487,transfer,DQN-ReLU-vf5-transfer-126,127,3,9.32,DQN-ReLU-vf5-transfer
1488,transfer,DQN-ReLU-vf5-transfer-126,127,2,10.0,DQN-ReLU-vf5-transfer
1489,transfer,DQN-ReLU-vf5-transfer-126,127,0,10.0,DQN-ReLU-vf5-transfer
1490,transfer,DQN-ReLU-vf5-transfer-131,132,4,9.84,DQN-ReLU-vf5-transfer
1491,transfer,DQN-ReLU-vf5-transfer-131,132,0,10.0,DQN-ReLU-vf5-transfer
1492,transfer,DQN-ReLU-vf5-transfer-131,132,2,8.280000000000001,DQN-ReLU-vf5-transfer
1493,transfer,DQN-ReLU-vf5-transfer-131,132,3,9.91,DQN-ReLU-vf5-transfer
1494,transfer,DQN-ReLU-vf5-transfer-131,132,1,10.0,DQN-ReLU-vf5-transfer
