,Environment,Algorithm,Steps,Run,AUC,Return,P_AUC
320,DRQN-13.json,DRQN-13,500000,5,1.1716463232312642,5858.231616156321,1.4118896475913871
321,DRQN-13.json,DRQN-13,500000,2,1.1899135200105242,5949.567600052621,1.2570495009795912
322,DRQN-13.json,DRQN-13,500000,8,1.172216083986803,5861.080419934015,1.4548859813633734
323,DRQN-13.json,DRQN-13,500000,26,1.124611657052788,5623.05828526394,1.3337694195105518
324,DRQN-13.json,DRQN-13,500000,23,0.9371947613796962,4685.973806898481,1.1180717344949063
325,DRQN-13.json,DRQN-13,500000,29,1.0930158477097527,5465.079238548764,1.2672709219992941
326,DRQN-13.json,DRQN-13,500000,20,0.972251591685862,4861.25795842931,1.1232038964420084
327,DRQN-13.json,DRQN-13,500000,14,0.9018721591792804,4509.360795896402,1.0507302842319939
328,DRQN-13.json,DRQN-13,500000,11,1.084345753746507,5421.728768732535,1.2789059121308497
329,DRQN-13.json,DRQN-13,500000,17,1.1071362860925873,5535.681430462937,1.3050813041827545
330,DQN-5.json,DQN-5,500000,12,0.3857696474821299,1928.8482374106495,0.211119057263123
331,DQN-5.json,DQN-5,500000,9,0.38321864561004293,1916.0932280502147,0.05260804861970511
332,DQN-5.json,DQN-5,500000,24,0.30875484841304385,1543.7742420652191,0.11780909425825123
333,DQN-5.json,DQN-5,500000,21,0.34912571776987417,1745.6285888493708,0.03390875250514553
334,DQN-5.json,DQN-5,500000,6,0.33191600928034065,1659.5800464017034,0.06637226673214354
335,DQN-5.json,DQN-5,500000,18,0.433650223982629,2168.251119913145,0.0664633929101432
336,DQN-5.json,DQN-5,500000,15,0.40431294018899006,2021.5647009449503,0.12792645915847647
337,DQN-5.json,DQN-5,500000,3,0.33957792459457253,1697.8896229728628,0.07944989115183287
338,DQN-5.json,DQN-5,500000,0,0.4412886231260115,2206.4431156300575,0.11547777100754408
339,DQN-5.json,DQN-5,500000,27,0.39587421082518237,1979.3710541259118,0.2763183736200793
340,DQN-5.json,DQN-5,500000,1,0.3177715079391113,1588.8575396955566,0.11400772686298433
341,DQN-5.json,DQN-5,500000,13,0.2996568125801845,1498.2840629009227,0.05261131344071262
342,DQN-5.json,DQN-5,500000,10,0.2352240734826104,1176.120367413052,0.03418497148274824
343,DQN-5.json,DQN-5,500000,16,0.36259713578526315,1812.9856789263158,0.08102960645208969
344,DQN-5.json,DQN-5,500000,7,0.3429838578731954,1714.919289365977,0.17416512664886766
345,DQN-5.json,DQN-5,500000,4,0.3987070668249542,1993.535334124771,0.1441596460829567
346,DQN-5.json,DQN-5,500000,28,0.391309001069339,1956.545005346695,0.01445442896034368
347,DQN-5.json,DQN-5,500000,22,0.4681507284749484,2340.753642374742,0.16060149724546874
348,DQN-5.json,DQN-5,500000,19,0.46500468079396934,2325.0234039698466,0.14369523476100415
349,DQN-5.json,DQN-5,500000,25,0.3561118512039278,1780.559256019639,0.3218715484823746
350,DQN-5.json,DQN-5,500000,8,0.366913263805126,1834.56631902563,0.035723375509440054
351,DQN-5.json,DQN-5,500000,5,0.37867597340306575,1893.3798670153287,0.1283703447393927
352,DQN-5.json,DQN-5,500000,2,0.493960986482551,2469.804932412755,0.10121850769141683
353,DQN-5.json,DQN-5,500000,29,0.3799864859678155,1899.9324298390773,0.13909855205299126
354,DQN-5.json,DQN-5,500000,14,0.3244994796064531,1622.4973980322654,0.18727035260247452
355,DQN-5.json,DQN-5,500000,11,0.36000191649049895,1800.0095824524947,0.13413669195959305
356,DQN-5.json,DQN-5,500000,17,0.37454679051152096,1872.7339525576049,0.1075445752412098
357,DQN-5.json,DQN-5,500000,23,0.2911856574996333,1455.9282874981666,0.0022105399630942086
358,DQN-5.json,DQN-5,500000,20,0.32659598662187883,1632.979933109394,0.03925388501642374
359,DQN-5.json,DQN-5,500000,26,0.44139681953016463,2206.984097650823,0.2834759624220289
360,DRQN-15.json,DRQN-15,500000,24,0.9422654630324087,4711.327315162043,1.0093386630097172
361,DRQN-15.json,DRQN-15,500000,9,1.0150802853300895,5075.401426650448,1.0353979099814536
362,DRQN-15.json,DRQN-15,500000,18,1.1832515415563407,5916.257707781703,1.262649775559836
363,DRQN-15.json,DRQN-15,500000,21,1.1030334188547097,5515.167094273549,1.1759024809083647
364,DRQN-15.json,DRQN-15,500000,3,0.9349686344868001,4674.843172434001,1.006463221403961
365,DRQN-15.json,DRQN-15,500000,12,1.0056726704584324,5028.363352292163,1.0684980090420857
366,DRQN-15.json,DRQN-15,500000,0,1.155766794961271,5778.833974806355,1.1579139219086951
367,DRQN-15.json,DRQN-15,500000,6,1.0798590883451593,5399.295441725797,1.1199369574985256
368,DRQN-15.json,DRQN-15,500000,15,1.0155201641148202,5077.600820574101,1.0924598452502154
369,DRQN-15.json,DRQN-15,500000,27,0.9984608306767688,4992.304153383844,1.0785474508119341
370,DRQN-15.json,DRQN-15,500000,1,0.9927591053150605,4963.795526575303,1.03580198596934
371,DRQN-15.json,DRQN-15,500000,16,1.0917738957688239,5458.869478844119,1.1038524553511113
